what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842295994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394842296416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842299926
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1394842308880
activated,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.bibeditor.BibEditor",1394842313139
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1394842319379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842319722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842319753
error,log,,,"DDE command [DocOpen(""C:\\Users\\Israel Cunha\\Google Drive\\TCC\\workspaceLatex\\TCC NUAPA LATEX\\out\\Principal.pdf"")][FileOpen(""C:\\Users\\Israel Cunha\\Google Drive\\TCC\\workspaceLatex\\TCC NUAPA LATEX\\out\\Principal.pdf"")] failed! (server: acroview, topic: control)",1394842320486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842326087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842354307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842359845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842361050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842361315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842361509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842361644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842361848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842362042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842362157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842362391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842362596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842363720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842364214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842369427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842373374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842375033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842384346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842387934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394842389229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842392567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842395703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394842396374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842397232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842401038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842401381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842403097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842430179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842433299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842441271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842543572
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1394842543681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842544040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842544055
error,log,,,"DDE command [DocOpen(""C:\\Users\\Israel Cunha\\Google Drive\\TCC\\workspaceLatex\\TCC NUAPA LATEX\\out\\Principal.pdf"")][FileOpen(""C:\\Users\\Israel Cunha\\Google Drive\\TCC\\workspaceLatex\\TCC NUAPA LATEX\\out\\Principal.pdf"")] failed! (server: acroview, topic: control)",1394842544788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842547113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842555100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842669901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842684611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394842696561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842765747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394842890333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842927991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842942421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394842969253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843000344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843059562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843059702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843066379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843123678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394843142039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843187279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843202162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843204705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843207809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843208714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843211772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843216296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843217934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843219150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394843237527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843241989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843260412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843289662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843292580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843293453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843295091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843298586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843299568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843309584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843313655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843314529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843319053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843324029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843324950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394843327337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843341345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843358396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843414088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394843430718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843536502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843556813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843562959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843565767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843568076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843598855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843602178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843603036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843607248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843613628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843614595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843616109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843621366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843622271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843622317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843641412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394843642161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843644454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843649103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843649212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394843657183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843658587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394843672940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843676278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843685966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843731096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843735745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843736510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843737430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843740519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843744637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394843746228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843831576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394843882588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843889702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394843974488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394843978497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394844009963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844030882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844066357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844069867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844070740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844112299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844116199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844117010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844120801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844126994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844127836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394844129833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844136557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844143078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844154668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844157851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394844212638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1394844214756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844254880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844258031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844258951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844311726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844327045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844330306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844332131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844335781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844339416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844340929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844343129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844362863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844405966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844406933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844408415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1394844411379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844413423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844417260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844417370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844427432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1394844557735
activated,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.TexEditor",1394844561993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1394844567843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1394844571494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1394844574380
activated,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.TexEditor",1394844586002
activated,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.TexEditor",1394844587344
